years_experience,salary
12.36,58932
17.27,67359
27.06,104881
5.24,39052
16.0,68401
1.52,29011
12.06,65964
0.3,29459
17.0,67875
27.83,98499
18.27,72236
13.64,49103
26.07,83380
3.74,44116
26.02,88583
10.3,53726
0.25,22799
7.26,44216
14.24,73029
11.79,62659
7.79,47613
11.05,49887
24.5,91029
3.23,36881
5.9,53841
1.37,30018
16.15,63689
5.37,36576
25.03,77515
5.61,42435
1.96,37496
28.4,98485
26.27,82927
2.76,24919
17.88,60990
1.98,36277
22.87,94499
2.45,44039
10.36,48242
4.94,26040
13.31,57874
13.28,60683
3.13,32652
1.93,32414
4.26,41747
0.99,33668
12.36,51558
3.43,33828
8.42,43082
4.32,54339
25.94,80149
29.41,105793
1.13,24302
9.73,55664
9.93,44848
1.2,20504
26.41,102152
13.71,66483
4.22,41688
21.74,83946
5.52,34601
13.39,66018
22.26,81435
10.84,51773
0.49,29303
3.99,42404
4.46,24795
6.9,33833
12.69,53634
22.2,79414
8.29,58707
12.23,56391
15.06,59110
10.66,47718
24.61,80639
27.26,88491
27.67,85547
9.73,45964
23.78,88120
17.02,76936
14.01,61596
28.16,92206
0.65,30773
0.96,22241
13.94,62849
26.2,86473
21.7,81090
5.01,47302
18.53,78905
15.68,61802
23.71,83375
14.47,57592
19.69,81760
8.39,47597
18.7,68475
4.32,31593
3.77,42905
18.69,82637
24.61,94142
2.44,26877
22.9,88782
17.78,60632
26.17,98642
20.83,74044
9.5,54339
3.17,36604
25.41,89560
8.61,47609
13.67,67082
5.71,34744
23.34,87077
4.39,41073
17.83,74068
29.95,92128
11.44,59877
22.3,72438
21.1,82471
25.22,92674
22.84,85151
27.17,89563
26.08,91844
7.98,43007
7.58,37068
18.22,75710
24.37,79604
3.78,50342
26.66,99357
2.02,34599
3.1,32863
24.53,82984
11.95,56715
15.27,67927
9.22,46124
7.92,43893
12.08,45522
8.35,55313
20.05,75783
20.37,76154
21.61,86795
12.49,62008
3.95,48088
14.91,62876
26.73,95956
13.44,62056
17.58,75595
28.73,91866
15.78,66081
6.77,43040
3.55,29306
7.54,46527
17.76,66244
21.6,78645
27.11,93630
13.49,69422
11.76,51958
20.78,81867
18.39,65675
25.09,92805
9.21,44059
6.33,40244
27.17,79814
6.18,49054
14.29,57897
16.92,74432
2.65,35040
28.16,91702
28.81,98433
5.03,38058
16.0,54371
6.33,40794
28.64,93894
11.6,60202
15.11,55697
8.22,57182
18.1,71874
12.78,50600
0.66,36738
25.57,81989
8.59,31236
13.41,56155
3.85,42915
20.72,81183
2.5,46202
5.84,37541
2.84,36423
9.27,52364
10.98,48689
5.91,52051
3.25,35798
6.91,40818
19.83,80474
27.27,86461
28.19,98508
18.51,81064
29.54,94351
13.54,61589
9.62,49248
23.64,83900
24.52,87965
0.08,24796
2.95,48379
22.72,84012
14.05,59871
24.81,85289
24.36,81095
16.37,66286
3.39,35257
21.56,75966
10.93,57956
0.1,26729
24.37,92593
25.31,88862
27.29,103622
23.46,76041
8.49,48810
7.4,47642
19.94,81084
10.02,42392
29.79,90475
11.48,57170
3.07,39482
19.79,77150
22.23,86045
5.27,46346
4.23,39577
26.42,94932
21.46,80375
3.86,44256
17.87,76281
20.65,84515
25.25,73379
3.16,40642
4.25,35678
27.92,89429
11.64,63156
22.93,78983
23.9,85344
19.54,80501
16.15,66718
15.68,68750
27.07,89760
26.23,85331
16.18,52511
18.44,69755
19.59,88490
4.34,31130
21.01,72985
6.2,45584
7.75,34881
3.39,33572
10.32,54535
6.46,46685
15.46,58810
19.13,75904
3.07,36792
14.38,61601
15.96,65583
19.65,77329
10.52,47833
4.18,38520
5.5,47422
14.0,67812
12.51,57504
10.78,55352
21.29,71645
25.38,92147
26.54,86742
4.71,42626
14.97,64306
20.18,80157
11.97,60511
25.37,100856
24.7,87440
21.63,78986
25.99,92579
29.9,97601
22.07,85182
3.78,41106
17.1,70930
25.06,90009
13.7,61946
22.5,83079
13.22,64142
19.56,81609
10.53,52718
19.48,67540
16.48,57708
3.17,32754
18.72,75645
11.14,59150
1.64,27715
21.56,88805
6.51,27866
2.2,26053
15.5,74697
25.14,93428
8.17,47731
25.57,70959
19.57,81096
8.38,49113
1.71,26713
25.16,83362
26.24,79450
10.85,62608
23.37,89706
28.22,104421
17.52,69216
10.4,51567
26.19,85488
21.92,77085
17.42,75353
17.04,67758
12.55,58318
6.6,34707
0.66,22278
16.33,62109
14.52,62367
7.16,44054
14.29,64062
9.28,59044
26.22,97144
21.09,90818
28.81,91384
27.92,94043
12.39,56696
25.35,86571
17.97,68568
26.99,92983
8.26,48934
3.47,37926
1.76,24673
24.86,92770
6.49,44808
10.32,59520
8.82,47051
26.51,95358
0.3,30256
20.1,71391
24.46,103767
14.98,67252
15.67,72758
24.71,83764
2.47,41833
27.51,93604
5.68,40527
21.12,84634
13.94,68837
15.9,73257
13.46,64312
3.19,39035
18.74,75242
0.25,33351
15.48,58072
27.16,96023
4.15,30482
5.02,32789
20.3,71597
10.06,48078
22.16,81395
28.04,99188
20.36,75830
17.5,70376
28.42,94063
25.7,83473
8.01,51705
19.29,81221
3.25,39529
27.58,97150
25.71,95426
15.86,61814
28.2,92225
27.67,90359
24.32,77854
2.16,39103
29.03,82178
29.52,100274
3.75,36431
20.36,72714
17.97,68475
1.92,23809
5.41,49531
28.28,89295
18.95,66340
9.96,59863
17.25,79016
3.45,34649
17.45,68453
17.21,72224
4.71,30322
4.89,37885
11.81,60847
15.86,67399
22.3,82970
0.1,17136
17.61,66845
19.09,78862
10.75,55491
1.8,24132
7.65,41251
24.21,84073
15.09,70787
29.4,90519
19.78,77185
17.63,65190
13.35,62790
29.23,97555
14.49,48807
5.46,35906
8.34,46859
13.91,51806
4.46,40456
13.0,53943
0.29,33525
19.22,65933
14.7,59008
7.75,45884
15.18,58083
27.66,87319
12.7,57512
11.53,55587
20.75,83092
0.83,22730
0.76,30423
16.15,69438
24.89,79969
4.95,48237
28.75,104397
0.14,28195
27.95,91487
14.23,69904
2.11,29459
29.03,104419
17.36,79688
20.46,75841
0.97,31070
7.84,57366
15.24,55892
0.13,29654
20.64,74649
17.86,65350
20.24,81923
22.73,78799
23.49,72432
29.68,93803
27.72,98618
11.99,55491
5.77,29320
8.25,48672
11.33,55390
2.53,36196
17.61,69160
6.43,44219
7.35,39127
7.76,32235
2.42,21427
5.88,37699
24.59,83347
13.41,60237
15.58,64633
20.89,77634
23.68,91400
18.01,74760
15.42,65338
11.14,60420
20.88,71943
2.85,35170
13.21,48817
19.95,72137
3.0,30586
7.31,46565
20.45,76904
23.9,87812
11.53,53615
27.15,92993
3.99,38326
12.49,65675
21.17,87357
2.73,48539
13.9,64087
1.46,25243
6.26,43411
7.52,48294
11.2,45072
8.96,56843
12.76,61150
3.18,35773
3.19,39501
20.71,81895
3.14,39969
6.77,51247
1.07,25342
22.85,75083
14.13,62658
0.93,27132
24.51,87613
27.93,98491
1.35,30198
4.52,33996
9.5,43058
25.02,83334
9.28,55454
27.85,99222
26.72,88491
22.42,85282
1.02,29887
0.22,31419
21.0,84823
12.31,68243
17.83,71937
20.05,78965
18.47,64802
26.11,88266
16.74,69835
19.07,75592
4.58,31275
1.01,25269
20.87,75944
2.06,32961
1.25,34569
22.81,85666
23.52,80683
15.89,63290
27.61,90780
9.89,50506
1.98,38136
3.16,39945
29.09,104780
27.5,85056
22.03,86653
16.45,70995
11.76,50685
7.03,48615
27.91,92528
22.91,95258
6.51,46677
24.22,79549
12.77,67505
16.73,68699
23.24,80369
9.56,54689
29.07,85448
23.69,79224
14.01,65456
28.32,95788
12.21,55640
27.58,103899
5.75,38289
29.36,95498
19.18,59403
4.5,27640
0.29,25940
4.81,40391
18.95,78490
5.76,45911
7.08,51831
22.29,81129
17.15,68236
7.27,43136
26.77,83189
5.77,39830
18.69,67677
24.58,75507
7.29,49427
26.71,86716
4.68,30555
8.48,41245
3.66,23226
23.11,79953
2.24,38697
2.15,41413
1.07,23936
25.58,83067
5.83,46447
19.63,75875
26.57,96216
0.02,24508
22.83,90988
9.55,58330
11.6,44408
9.2,50478
12.9,57758
24.47,85597
27.41,100647
6.4,53255
22.49,86658
2.34,23609
13.7,61022
23.23,83930
28.02,100574
10.63,58989
6.39,41855
3.08,32510
22.7,91220
24.11,77634
22.56,90761
22.38,86450
14.8,73474
27.88,90998
11.99,46258
28.45,95724
24.96,81451
11.29,56881
25.02,94940
19.92,85456
18.04,70134
9.26,47548
8.58,52287
3.98,39112
7.86,43933
18.04,69447
29.35,91322
8.56,43990
23.72,87931
20.68,88745
23.02,90693
22.72,76946
6.11,46661
8.34,54153
23.42,84361
22.62,82817
16.58,78540
6.87,27233
12.27,63771
11.63,60506
20.76,89784
24.48,85087
29.77,94681
5.29,42640
5.2,41531
28.47,106462
7.61,35798
5.06,35266
7.74,43234
10.84,58491
2.98,34643
22.4,88245
22.59,82854
5.34,44257
21.57,80108
6.66,46482
1.61,23322
27.66,104656
5.15,37417
28.36,96721
27.69,96519
12.9,53651
1.04,42509
4.1,25239
1.62,31794
29.94,97913
16.32,67619
0.1,34017
14.67,55493
7.45,50045
18.78,79371
0.29,19297
26.01,87097
13.44,59010
16.07,77084
14.38,58960
15.17,57552
25.8,96770
5.07,39242
10.69,48945
0.34,22436
29.87,108456
19.07,71550
11.45,56147
2.37,36784
9.42,54271
29.75,105599
26.34,99251
10.64,66710
5.83,43278
16.54,62997
24.77,84394
10.68,58147
26.84,104788
6.61,28315
14.19,59057
1.73,23461
12.64,65821
1.46,30249
5.99,45474
13.34,57458
21.71,89948
14.42,57915
28.13,106224
11.56,52534
27.76,104865
10.86,50293
5.28,38053
23.28,92440
8.81,49852
24.75,87197
7.24,32501
21.62,81179
14.76,65573
19.13,71114
18.25,67606
26.61,89583
4.43,31931
2.09,33463
19.07,69579
17.12,72518
2.27,24470
15.12,63407
21.99,76351
26.74,79772
15.14,69990
18.62,67505
15.56,65348
28.48,91974
12.95,62138
29.37,99626
13.68,51470
4.03,34032
2.89,29589
29.13,104460
27.97,94093
9.34,57481
24.63,87899
4.32,41543
18.11,82704
19.08,67546
24.14,87842
27.8,100799
20.84,75768
27.3,89948
12.43,45594
29.5,104024
10.41,53035
26.43,88060
19.01,71981
21.61,78207
5.54,41324
14.58,66557
6.32,45834
26.14,84748
12.6,61469
8.92,47025
26.27,81240
28.66,87715
7.9,48127
11.77,67528
25.81,95478
0.24,27135
9.82,49222
1.1,16748
15.81,63827
15.18,70419
6.38,45718
3.59,35815
13.32,59031
3.79,31499
24.04,87263
8.81,55313
5.65,42443
5.39,43784
28.26,98438
8.56,44467
18.39,60472
22.86,81111
19.08,70461
27.67,87879
24.64,83855
29.74,92794
17.86,68126
0.3,25850
5.77,30061
3.09,21297
26.29,97974
23.44,84450
16.3,54306
29.53,98547
21.82,78245
14.65,65244
4.38,46177
25.27,87342
9.36,61165
16.87,72498
0.44,19562
17.31,63418
18.34,67258
28.55,90043
24.93,90508
25.5,77349
3.32,35052
12.96,51311
7.03,50839
11.21,54715
18.33,80353
8.07,49269
10.46,46910
5.28,33230
2.14,42078
12.72,65696
12.65,50087
18.17,76377
14.42,65944
14.34,74785
27.76,90756
16.39,69677
0.34,28647
12.18,73180
6.35,47044
27.04,94272
4.4,35795
14.39,69502
16.85,67714
21.07,82952
25.5,92110
0.63,21585
25.74,82570
4.1,24125
22.37,85955
1.98,36970
4.18,30012
25.86,89343
0.55,29478
7.6,42229
14.18,57517
26.39,96618
27.58,101244
3.91,31871
15.17,59858
18.88,74487
1.95,23129
20.58,73052
10.51,50348
29.47,101756
20.8,86742
21.01,83070
15.36,73640
19.52,82219
0.7,16233
12.62,58289
10.82,56859
22.15,77160
6.91,43752
12.61,65142
25.88,90253
15.07,65470
18.26,66971
22.18,83541
23.26,85730
10.7,46762
20.12,74262
26.18,83412
26.1,90284
4.83,37091
29.29,110100
1.19,29518
6.41,57485
7.46,44988
19.7,73999
9.03,43766
7.0,44876
27.7,102519
12.64,53664
27.36,93401
16.04,65893
18.63,81002
29.65,102286
5.72,39161
2.61,34803
2.3,31514
11.84,56011
24.33,86050
3.19,41747
23.27,81524
22.74,81452
0.25,34197
2.38,36905
29.48,103381
20.86,81687
5.66,42912
18.81,68110
20.38,79718
3.32,37269
9.2,37016
15.99,64916
28.86,102870
5.27,26022
3.71,43796
15.55,72160
8.5,36363
26.29,98144
16.22,62736
17.59,64400
5.62,51125
14.34,67807
8.42,43745
16.18,67763
13.89,58619
15.8,75476
18.75,77423
28.17,95950
22.39,90788
26.48,87117
6.48,50112
0.76,24342
15.77,62534
28.83,92625
17.09,67043
13.91,70571
22.47,92977
17.15,58562
11.72,54376
21.35,77237
6.54,39437
11.63,53682
2.09,38365
19.28,75285
18.25,72584
18.92,70164
28.63,95738
22.74,72713
22.88,84570
3.89,35282
24.48,90754
29.75,102900
27.86,96914
22.15,71942
26.87,92673
18.73,79162
21.17,83597
3.05,34132
7.79,54359
6.94,50875
10.81,55359
25.08,89426
0.97,25112
0.72,33564
0.77,27003
26.09,100047
2.66,28980
6.84,43760
9.06,55738
6.29,40055
24.41,94551
29.09,95029
22.11,87000
19.72,86572
19.56,78345
12.19,56984
15.94,61596
24.88,80628
19.31,80908
21.27,86884
0.11,22325
25.84,92398
24.07,84327
25.89,82133
27.88,87638
15.65,67468
29.87,105310
0.94,23495
25.42,91283
27.51,84919
15.25,58315
2.92,33905
16.01,76980
27.72,101950
25.65,90822
2.65,26006
29.97,103014
11.51,58653
27.45,98868
18.27,66846
13.87,56712
19.57,76575
15.3,56412
4.39,33327
12.68,63181
19.71,81010
7.05,49030
17.82,76900
29.35,98733
20.44,84347
10.64,59061
27.93,101893
10.2,44495
5.02,28188
11.83,74262
18.63,73240
29.84,98221
10.53,54739
24.33,81940
10.53,56203
15.02,55820
13.68,64605
8.71,42565
4.84,33151
5.98,49828
10.32,52132
19.18,75020
5.17,37735
4.0,35935
1.63,27064
10.93,60324
23.09,72880
10.88,53010
20.61,76782
24.58,93551
24.16,88265
23.04,73388
17.63,81946
10.57,50447
24.47,84849
0.44,18393
2.85,45490
14.49,65419
6.13,35171
20.28,70998
18.4,72050
9.44,49525
24.88,88494
2.78,31509
27.3,81132
25.39,89136
6.61,37526
29.98,95826
12.2,48176
15.27,62843
5.73,38748
9.11,61415
25.79,86303
21.28,76401
13.03,56447
11.99,61315
3.89,35949
4.55,36447
29.34,99871
16.1,58453
21.99,87071
5.26,40279
25.8,97644
24.27,87039
16.17,73736
15.92,62295
15.84,82852
27.72,97176
23.32,90289
11.95,61737
5.64,47047
15.65,66018
14.03,65565
8.73,48730
23.55,86047
17.22,71659
26.14,89684
11.62,58619
1.51,40864
29.53,97420
12.89,61592
2.65,32953
25.09,85085
9.95,46326
3.78,41931
13.36,57265
18.9,73756
0.62,28400
2.66,35099
17.07,70729
3.44,28405
5.59,30637
3.77,37650
21.34,83715
3.75,44545
3.93,19990
29.18,95203
20.72,81655
9.41,65384
6.59,52434
3.17,27469
1.12,24501
3.09,33896
18.18,75127
6.1,44609
12.09,53128
1.07,33209
3.52,41508
5.26,44728
21.33,69955
29.89,92774
2.16,36083
26.04,80621
7.42,53281
11.6,63513
11.38,63614
5.01,41838
26.31,92556
21.88,83056
26.1,85915
26.99,88763
27.81,101326
7.97,44490
22.81,78241
27.59,100197
18.01,78179
13.84,53843
29.57,103377
19.46,70548
29.69,91535
19.8,77597
16.19,61902
2.22,37117
17.5,80070
1.74,29595
24.77,75532
18.23,69210
4.84,38801
11.28,49667
22.04,78916
25.61,78154
15.96,66664
12.0,58107
12.58,57083
9.6,51748
17.53,64138
2.24,31721
10.18,55075
2.63,39312
9.47,62067
0.14,30133
13.01,57147
12.74,60596
25.19,97685
16.01,59330
19.53,66032
3.44,34147
18.71,74418
1.88,27726
22.05,80461
26.16,78409
8.47,54338
21.79,73854
3.69,32726
27.44,89052
1.33,32004
24.81,78254
5.88,38513
28.14,88459
6.66,43286
5.36,43015
11.26,48028
24.29,92790
16.78,69182
19.78,82438
9.28,54951
5.03,36717
17.27,76871
7.19,49448
6.62,45539
1.09,27799
12.41,57257
3.55,48687
17.9,68071
8.18,44615
14.43,75634
2.02,20146
0.32,25913
0.38,20354
17.02,64165
21.28,71503
11.69,63862
20.29,71611
22.77,92886
15.41,58356
2.7,34658
23.82,90816
29.15,103635
26.79,97250
10.68,54955
4.11,33832
9.55,50845
0.85,23583
11.45,52155
26.06,91542
28.42,97552
25.97,87963
25.49,93281
8.08,38621
19.48,85720
8.24,51251
17.2,66123
21.84,82971
24.27,80869
15.0,63885
20.38,83895
9.22,55394
22.76,82228
18.15,65920
16.74,66248
15.72,67243
13.52,57050
4.68,39430
23.46,97615
17.86,66181
5.76,45023
7.69,44826
24.65,86856
19.7,69328
1.45,38526
17.24,66257
18.65,76174
26.03,82458
14.84,50799
26.69,93307
14.01,57258
18.59,73500
24.83,91891
0.04,25398
1.22,25135
1.97,21532
14.55,73094
0.57,23083
0.61,28233
24.75,87504
2.89,36061
12.61,70237
21.29,77530
27.1,86585
18.87,74786
3.47,30525
16.49,68860
26.72,93113
15.89,58487
0.08,25254
11.56,51220
5.05,41478
21.66,84280
15.81,71419
11.46,43341
15.1,61164
5.61,38283
14.23,58152
24.92,90230
7.11,38021
22.62,92635
23.56,85775
8.22,49387
1.64,25807
20.16,77637
14.29,57986
4.73,37147
11.39,53509
28.76,86607
22.46,76034
29.86,98717
15.71,65596
5.17,28871
17.07,72611
13.15,63446
9.73,38676
1.9,15000
29.87,99069
9.68,47428
16.03,54959
8.98,53924
11.3,66994
17.91,67376
16.98,57391
17.31,63667
17.23,67437
3.47,37351
21.78,88677
8.57,49159
28.07,95229
4.99,43951
0.27,31713
12.06,49953
24.87,92603
27.76,90450
14.68,59523
11.88,54395
4.73,27674
26.23,99339
16.65,65150
23.58,78687
1.96,36456
28.38,96739
19.26,67273
25.95,90636
3.57,32955
9.89,50691
3.16,23027
5.72,42595
9.07,45895
22.91,97069
19.7,73009
15.33,69094
12.24,50721
12.3,62613
29.96,98912
5.12,25450
0.96,40129
13.72,66280
6.98,43003
14.75,58149
15.95,66550
20.12,78899
11.96,55711
16.16,55333
12.35,48467
7.93,38168
12.87,59673
18.47,86855
1.45,33842
22.02,83466
8.95,44004
28.32,98947
6.3,33102
10.53,59171
6.14,35890
13.38,53551
18.23,68277
2.49,38120
16.92,64271
18.41,80360
24.96,89709
24.55,73766
4.25,40972
17.98,59616
6.85,49486
27.73,91651
18.31,76947
22.49,95157
29.45,101337
1.14,24262
2.32,25919
3.02,32899
12.31,67487
21.04,75846
28.07,96016
17.71,68131
18.94,70511
4.57,41024
19.28,68943
6.47,44346
8.53,54951
13.51,60946
6.53,51858
7.33,50217
24.38,88562
3.75,37334
0.31,18874
20.43,71767
4.51,38260
21.76,96177
1.94,31875
15.31,62440
17.23,76281
16.34,74166
0.06,22255
10.02,49373
2.09,40618
4.42,36075
29.77,92549
26.77,93226
11.77,55742
11.86,57934
11.21,58950
28.36,88952
17.6,69172
14.3,57997
17.39,66166
3.46,35447
9.68,50804
14.51,54896
26.56,76016
15.39,57126
29.89,90315
1.74,47323
22.19,87129
4.74,39139
19.24,80139
18.01,67621
18.98,72610
24.72,87071
14.45,53154
8.11,56113
29.45,97056
8.08,38741
21.79,72900
22.96,95553
25.86,89055
26.39,91229
13.36,62529
17.19,74517
4.13,36359
6.7,43186
17.15,61855
12.53,62047
6.36,41526
4.8,34098
19.1,67928
24.35,87893
23.81,87113
11.45,49743
15.12,60480
24.03,94127
3.03,31847
23.79,79586
29.23,93227
5.25,36110
4.09,35375
24.02,90223
13.46,60620
16.84,64084
15.32,61643
5.9,35294
1.47,27585
14.59,65280
2.41,29805
6.04,44240
9.32,53970
10.73,58920
22.89,76473
9.86,52672
25.06,94338
14.97,62981
4.09,43344
0.3,28812
21.69,82389
0.19,27732
6.68,40927
6.21,47765
16.41,71549
11.86,55910
4.57,44311
15.28,70947
1.88,28941
1.4,34387
0.25,34113
21.88,83631
7.46,38657
20.34,76274
3.65,34475
20.58,73767
9.64,48183
25.27,79881
25.84,86657
3.01,37288
15.15,62703
27.78,82914
28.33,91965
24.19,91021
9.28,49610
29.12,90533
20.95,78550
14.61,64516
18.25,78433
25.38,96414
1.87,36605
2.53,35226
24.97,84876
18.91,77743
16.93,74054
26.94,102200
4.31,39259
9.47,48718
7.74,49735
0.35,24606
12.09,61752
7.24,46881
1.12,27383
23.99,82088
21.34,80114
14.39,58989
15.92,55439
25.86,90229
22.17,75290
28.58,93070
2.97,32113
21.14,79026
9.6,44997
17.94,66944
10.33,43843
19.48,62465
19.58,84648
16.65,76421
15.38,73777
18.21,66342
17.7,66768
21.32,83734
2.48,31776
4.46,45194
28.57,103360
2.5,42260
23.33,77722
26.96,93150
15.38,67832
25.61,93580
0.39,20065
8.64,35950
20.92,75759
2.62,38072
21.12,77947
9.93,50866
4.77,31539
29.83,95788
29.94,104380
0.26,40826
19.3,70501
1.93,27074
10.19,61203
3.15,28386
26.18,88201
1.93,32818
15.55,55619
11.67,67916
20.0,64611
2.82,38482
24.45,81180
17.66,81829
16.25,75003
29.92,107090
17.91,65051
10.73,48586
16.8,63317
25.14,87840
10.98,45641
20.55,79686
3.98,47009
0.66,31594
14.59,64834
19.25,73016
25.18,88417
5.0,38500
5.14,39814
14.78,70383
10.91,62197
1.34,29847
23.03,85129
0.36,31019
25.91,94618
11.74,70101
3.19,37287
5.57,49744
24.32,92802
4.49,34371
16.25,80242
26.69,92263
19.76,77354
17.53,67825
17.41,73435
0.58,31529
24.76,79477
27.74,86176
15.48,71201
23.52,92080
22.22,77625
20.43,76527
24.08,84556
1.67,25733
11.81,52719
5.62,47064
13.68,61696
15.73,63304
22.45,84068
22.36,84575
6.81,33352
18.34,67088
1.98,29174
13.22,64616
3.32,34855
1.87,34135
15.98,71684
2.07,29698
22.59,84453
